ID_Local,Rubro,Superficie_m2,Metros_Vidriera,Inversion_CAPEX_USD,Alquiler_Mensual_USD,Transito_Peatonal_Pico,Puntos_Interes_Proximos,Distancia_Ancla_Metros,Ubicacion_Esquina,Nivel_Socioeconomico,Densidad_Competencia,Venta_Online_Pct,Ticket_Promedio_USD,Margen_EBITDA_Pct,Ventas_Anuales_Totales_USD
1555,Librería,106,19.5,53764,3737,654,6,843,0,D,8,0.39,53,0.26,269528
1556,Librería,111,22.2,58023,4560,697,8,44,0,C2,12,0.32,37,0.21,384655
1557,Librería,85,15.0,67033,3856,425,7,205,0,D,3,0.44,43,0.19,164023
1558,Librería,98,17.5,67560,5334,486,4,21,0,ABC1,9,0.37,61,0.19,343367
1559,Librería,71,16.2,65417,3804,654,5,285,0,ABC1,4,0.33,59,0.24,410785
1560,Librería,87,17.8,71054,4029,689,6,190,0,C2,4,0.32,41,0.23,430478
1561,Librería,117,22.8,48723,3856,443,5,527,0,C2,10,0.36,39,0.24,301625
1562,Librería,117,23.4,42213,4026,658,6,339,0,C3,13,0.35,32,0.23,228787
1563,Librería,84,17.7,46081,5904,479,6,536,0,C2,10,0.46,58,0.19,402017
1564,Librería,105,16.3,74060,3205,418,6,77,0,C2,7,0.29,63,0.22,205435
1565,Librería,111,19.2,51600,5814,562,5,21,0,ABC1,10,0.31,43,0.19,420120
1566,Librería,95,16.9,38453,3237,465,3,357,0,D,12,0.31,34,0.21,315400
1567,Librería,70,18.4,44497,4030,461,5,179,0,ABC1,11,0.26,66,0.19,342552
1568,Librería,78,25.0,70475,4829,747,7,253,1,ABC1,9,0.4,70,0.2,594663
1569,Librería,96,16.7,49850,4145,444,4,63,0,C2,13,0.47,57,0.25,168749
1570,Librería,119,21.2,70644,3705,587,5,365,0,D,8,0.43,30,0.19,274413
1571,Librería,76,14.6,53577,3419,684,4,218,0,C3,8,0.29,41,0.26,337925
1572,Librería,98,25.0,59802,4251,648,7,219,1,C2,8,0.46,39,0.19,248337
1573,Librería,106,23.6,66568,4745,669,2,96,0,C2,11,0.27,67,0.23,447210
1574,Librería,114,16.6,62793,4471,417,2,52,0,C3,10,0.28,35,0.25,283341
1575,Librería,97,13.0,39453,3356,456,3,264,0,D,8,0.35,25,0.24,143948
1576,Librería,118,21.8,39733,3496,515,7,257,0,C3,17,0.36,56,0.18,326849
1577,Librería,117,22.6,46687,5356,572,3,531,0,C2,15,0.44,34,0.19,372732
1578,Librería,75,21.9,67128,4312,476,6,17,1,D,17,0.44,30,0.22,259113
1579,Librería,109,22.0,39926,3492,568,8,145,0,D,9,0.29,51,0.23,385217
1580,Librería,112,23.4,37301,4736,622,6,109,0,C2,14,0.41,67,0.21,531103
1581,Librería,96,21.3,73531,4323,463,6,311,0,C3,9,0.33,53,0.24,354157
1582,Librería,113,18.4,35196,4706,683,8,242,0,C3,13,0.25,34,0.19,490041
1583,Librería,101,25.0,68773,4319,612,9,218,1,C2,16,0.35,53,0.26,579086
1584,Librería,94,13.0,35948,2963,554,6,12,0,D,4,0.44,29,0.25,202392
1585,Librería,96,23.0,62892,6115,636,3,62,1,C2,14,0.35,52,0.19,422417
1586,Librería,102,25.0,63527,5383,699,6,48,1,C2,13,0.45,40,0.22,381586
1587,Librería,71,12.0,47533,5536,587,4,106,0,C2,11,0.42,43,0.26,320305
1588,Librería,98,25.0,59847,3674,716,3,55,1,C2,13,0.28,34,0.22,401864
1589,Librería,88,16.6,51005,4066,463,5,60,0,C3,14,0.46,36,0.23,318680
1590,Librería,90,20.9,43087,4330,555,8,53,1,C2,18,0.45,65,0.2,483917
1591,Librería,79,25.0,59303,5432,516,6,70,1,C3,12,0.37,47,0.21,393954
1592,Librería,97,20.3,40575,2736,565,4,153,0,D,15,0.27,36,0.18,186360
1593,Librería,70,18.6,37393,7040,549,5,387,0,ABC1,7,0.27,59,0.23,339286
1594,Librería,75,16.8,50241,3555,592,5,233,0,C3,5,0.5,33,0.21,355754
1595,Librería,87,25.0,56338,3226,710,6,88,1,C3,1,0.46,42,0.21,408510
1596,Librería,108,20.8,54818,4293,552,7,462,1,D,5,0.49,33,0.25,340488
1597,Librería,77,25.0,42670,5038,745,5,503,1,C3,11,0.44,42,0.18,336607
1598,Librería,73,10.8,67114,3914,497,9,163,0,D,13,0.26,30,0.21,385197
1599,Librería,85,11.5,52076,3284,439,4,38,0,D,7,0.3,31,0.23,284369
1600,Librería,106,25.0,37203,4426,551,8,83,1,ABC1,12,0.37,74,0.2,388758
1601,Librería,70,17.9,71680,3897,747,5,112,1,C2,15,0.33,56,0.26,563096
1602,Librería,86,21.4,72959,4194,520,5,60,1,D,9,0.37,28,0.21,302978
1603,Librería,118,25.0,62168,3314,491,3,178,1,C2,8,0.46,38,0.19,392735
1604,Librería,86,16.8,62904,3277,582,8,113,0,C2,5,0.48,63,0.18,531090
1605,Librería,79,16.1,62744,2679,514,5,33,0,D,14,0.33,32,0.21,245317
1606,Librería,119,15.2,68736,2720,474,6,43,0,D,7,0.46,35,0.22,183832
1607,Librería,109,14.8,59135,3985,558,5,81,0,D,6,0.3,44,0.24,238499
1608,Librería,70,13.0,43809,3884,735,7,233,1,D,6,0.45,46,0.25,262230
1609,Librería,88,15.0,49121,2827,628,6,79,0,D,5,0.32,34,0.21,225079
1610,Librería,119,25.0,51744,4936,423,3,458,0,C2,18,0.37,49,0.23,172740
1611,Librería,116,15.7,51307,3300,479,4,253,0,D,15,0.34,36,0.2,204070
1612,Librería,74,10.3,56388,2684,629,6,32,0,D,4,0.36,25,0.25,420848
1613,Librería,111,25.0,49361,4214,656,4,488,1,ABC1,7,0.29,58,0.2,294658
1614,Librería,117,20.2,42324,3775,431,6,240,0,D,7,0.25,41,0.19,301144
1615,Librería,92,17.3,64851,4830,453,6,357,0,C2,7,0.44,61,0.23,267527
1616,Librería,102,25.0,66446,5849,576,4,148,1,ABC1,16,0.36,51,0.25,398426
1617,Librería,104,25.0,54510,4005,432,4,361,1,C3,10,0.47,61,0.21,256772
1618,Librería,101,25.0,44184,5247,719,7,215,1,C3,13,0.29,58,0.23,241457
1619,Librería,82,25.0,65368,5183,539,6,612,1,ABC1,13,0.43,48,0.22,454078
1620,Librería,79,14.9,39522,2958,556,8,66,0,C3,5,0.47,34,0.25,256753
1621,Librería,88,12.1,50355,4176,444,4,141,0,D,9,0.4,37,0.19,218608
1622,Librería,97,25.0,57398,5171,551,8,140,1,ABC1,16,0.29,47,0.24,532915
1623,Librería,117,19.8,56853,6217,628,3,41,0,C2,2,0.38,34,0.25,293430
1624,Librería,110,21.7,47902,3517,628,5,143,1,D,10,0.48,36,0.26,258024
1625,Librería,89,18.7,35182,3423,579,4,82,0,C3,6,0.28,39,0.24,402693
1626,Librería,74,16.8,65123,4409,695,8,342,0,ABC1,6,0.46,39,0.26,375848
1627,Librería,118,25.0,62643,5642,486,7,13,1,C2,11,0.35,56,0.23,545795
1628,Librería,70,12.5,53977,4877,603,6,235,0,C2,5,0.26,56,0.23,248318
1629,Librería,91,20.8,74377,5872,656,3,58,0,C2,10,0.28,50,0.22,454013
1630,Librería,110,20.6,57927,5581,420,5,45,0,C3,6,0.26,31,0.19,369304
1631,Librería,88,25.0,66450,7030,589,8,221,1,ABC1,13,0.49,44,0.21,356753
1632,Librería,99,22.6,65614,4500,641,5,117,0,ABC1,17,0.46,47,0.26,443019
1633,Librería,116,25.0,66444,4839,763,6,51,1,C3,3,0.43,50,0.2,578428
1634,Librería,93,21.7,69388,4103,523,3,155,0,C3,8,0.44,53,0.24,356179
1635,Librería,74,17.9,74237,4400,714,6,35,1,D,13,0.27,46,0.23,372159
1636,Librería,82,25.0,54181,6564,628,7,450,1,ABC1,13,0.46,66,0.25,348791
1637,Librería,101,17.3,58846,4857,553,6,163,0,C2,6,0.41,43,0.22,455367
1638,Librería,86,25.0,62245,4741,569,4,171,1,C2,8,0.35,44,0.2,328118
1639,Librería,77,11.7,58206,3342,626,5,188,0,C3,14,0.39,39,0.24,262185
1640,Librería,86,25.0,67138,4203,555,5,64,1,C3,2,0.3,32,0.21,441834
1641,Librería,98,20.1,46664,3106,647,6,239,0,D,19,0.33,46,0.25,380493
1642,Librería,107,25.0,57692,5361,533,3,3,0,ABC1,8,0.26,59,0.22,355392
1643,Librería,110,25.0,69995,4199,641,7,245,0,ABC1,11,0.4,71,0.25,396588
1644,Librería,93,21.7,65760,3708,684,8,164,0,C2,4,0.47,59,0.2,540867
1645,Librería,88,25.0,71468,4444,633,8,26,1,ABC1,6,0.43,50,0.25,478361
1646,Librería,119,25.0,66141,4578,553,5,537,1,C2,11,0.35,50,0.24,204165
1647,Librería,103,18.7,40183,4746,455,5,71,0,C3,15,0.39,43,0.19,239958
1648,Librería,115,22.5,55249,2294,493,8,382,0,D,8,0.36,36,0.26,289565
1649,Librería,85,22.4,49622,4662,581,5,997,1,D,6,0.47,37,0.23,241357
1650,Librería,91,20.5,38798,4076,535,5,42,0,C2,9,0.29,59,0.23,337860
1651,Librería,118,25.0,64733,4178,580,8,88,0,C3,6,0.31,47,0.26,366221
1652,Librería,97,14.2,55922,4477,512,5,17,0,C2,2,0.5,50,0.22,322042
1653,Librería,96,17.9,71184,3262,493,8,62,0,D,4,0.41,50,0.25,226437
1654,Librería,90,25.0,41419,2737,613,9,52,1,C3,11,0.26,36,0.2,351547
1655,Librería,117,24.3,40908,5473,472,6,62,0,ABC1,12,0.32,72,0.18,531102
1656,Librería,87,24.7,48915,4188,511,8,398,1,C3,9,0.31,41,0.23,277088
1657,Librería,79,23.0,58181,3461,639,3,95,1,C3,12,0.31,32,0.23,212623
1658,Librería,106,14.7,54353,3806,666,5,424,0,D,7,0.35,35,0.18,244676
1659,Librería,93,24.8,41543,4778,697,6,160,0,ABC1,10,0.3,40,0.21,522469
1660,Librería,88,13.3,53042,5301,447,8,0,0,C2,12,0.35,52,0.25,481597
1661,Librería,72,16.3,56302,3216,628,7,530,0,C3,7,0.46,35,0.21,200734
1662,Librería,94,21.7,42128,5438,550,4,144,0,C3,5,0.4,36,0.24,411757
1663,Librería,98,14.6,70695,5054,631,4,405,0,C3,11,0.31,48,0.21,345805
1664,Librería,83,14.8,43732,4401,482,6,401,0,C3,9,0.35,52,0.21,290559
1665,Librería,75,25.0,53030,3932,596,8,184,1,C3,12,0.34,30,0.24,309884
1666,Librería,112,16.7,43280,3544,418,3,558,0,C3,6,0.44,39,0.23,225344
1667,Librería,96,21.5,63989,4193,674,4,18,1,D,10,0.32,29,0.22,362185
1668,Librería,93,23.2,71440,2419,664,5,88,1,D,16,0.27,39,0.2,275479
1669,Librería,83,17.2,44948,3892,464,6,187,1,C3,12,0.38,54,0.24,316834
1670,Librería,75,25.0,47295,5421,717,8,924,1,C2,5,0.28,64,0.24,460406
1671,Librería,86,25.0,35056,3997,778,9,0,1,C3,14,0.31,34,0.25,619990
1672,Librería,103,25.0,41382,5496,506,7,480,0,ABC1,4,0.39,58,0.25,284905
1673,Librería,106,16.7,54079,3567,683,5,140,0,C2,10,0.32,66,0.24,550293
1674,Librería,116,17.1,48358,5712,683,7,319,0,C2,11,0.29,62,0.2,423698
1675,Librería,81,12.1,40144,3424,474,3,203,0,C3,9,0.5,59,0.22,231775
1676,Librería,74,16.7,35253,2608,555,6,124,1,D,4,0.38,52,0.24,405519
1677,Librería,99,25.0,63257,6201,549,7,43,1,C2,10,0.48,51,0.25,263871
1678,Librería,82,19.1,54498,4099,651,7,155,0,C3,9,0.43,58,0.21,316009
1679,Librería,70,13.4,69062,3073,432,6,766,0,C3,15,0.41,52,0.23,142383
1680,Librería,119,20.6,71662,3894,605,7,2,0,C3,4,0.47,49,0.23,468589
1681,Librería,73,23.6,68127,4761,559,6,155,1,C3,8,0.43,45,0.21,326005
1682,Librería,86,16.3,71559,5053,648,3,35,0,C3,8,0.35,60,0.21,444505
1683,Librería,86,12.9,52043,4462,510,6,113,0,C2,2,0.4,38,0.24,358532
1684,Librería,114,19.7,61376,4111,521,6,534,0,C3,5,0.26,50,0.19,242388
1685,Librería,84,13.5,39505,3526,563,5,618,0,D,3,0.47,44,0.21,252117
1686,Librería,94,14.3,42247,5935,483,5,144,0,C2,12,0.42,57,0.2,473507
1687,Librería,119,21.6,36689,4902,619,4,286,0,C3,6,0.3,50,0.22,450473
1688,Librería,116,22.1,74858,3999,432,6,810,0,C3,6,0.3,30,0.26,186910
1689,Librería,95,25.0,59528,3795,530,3,43,1,C2,9,0.37,37,0.2,215033
1690,Librería,83,17.6,71147,4277,472,2,55,0,C3,4,0.49,50,0.23,235206
1691,Librería,77,14.5,43148,2691,583,4,660,0,D,12,0.26,30,0.19,174153
1692,Librería,110,25.0,59613,5865,639,5,356,0,ABC1,7,0.37,63,0.23,225228
1693,Librería,114,21.3,43687,3684,565,3,161,0,C2,4,0.29,53,0.21,207976
1694,Librería,77,23.7,51337,4527,640,7,239,1,D,12,0.39,37,0.22,249957
1695,Librería,111,18.4,69368,4467,668,6,116,0,D,8,0.48,29,0.25,384081
1696,Librería,112,20.2,46052,4783,449,6,218,0,C3,10,0.35,57,0.2,240045
1697,Librería,111,24.5,57475,4589,461,2,601,0,C2,13,0.34,54,0.22,270631
1698,Librería,79,25.0,48472,3122,605,4,144,1,C3,9,0.26,40,0.26,405084
1699,Librería,83,19.2,64656,4116,661,5,105,0,C2,10,0.45,57,0.22,456125
1700,Librería,92,20.4,51165,3235,612,6,99,0,C2,7,0.34,53,0.25,515231
1701,Librería,115,22.8,45910,6684,548,7,258,0,ABC1,8,0.36,46,0.21,538610
1702,Librería,111,18.0,63002,2664,407,6,300,0,D,13,0.26,41,0.2,138634
1703,Librería,109,21.3,56101,4314,559,6,173,0,C3,9,0.4,35,0.22,460678
1704,Librería,110,25.0,73953,4384,584,4,56,0,C3,14,0.48,45,0.18,306033
1705,Librería,113,14.5,60029,3312,650,6,132,0,D,6,0.45,34,0.2,418728
1706,Librería,76,18.7,70730,6267,585,5,172,1,C2,8,0.29,53,0.18,347392
1707,Librería,109,20.8,62852,4621,444,5,456,0,C3,5,0.29,48,0.24,263521
1708,Librería,104,16.3,60485,4259,443,5,207,0,C3,5,0.36,42,0.21,313531
1709,Librería,97,25.0,46551,5244,720,7,18,1,ABC1,8,0.31,45,0.2,456713
1710,Librería,99,22.4,42584,6301,676,2,373,0,ABC1,4,0.36,39,0.21,465548
1711,Librería,114,18.6,50638,3989,528,5,103,0,C3,7,0.47,40,0.25,447907
1712,Librería,89,24.1,46280,3459,533,6,370,1,C2,11,0.3,41,0.22,445001
1713,Librería,83,23.7,59734,4354,760,6,243,1,C2,11,0.41,57,0.19,591738
1714,Librería,100,17.8,37137,6129,534,6,648,0,ABC1,4,0.49,71,0.23,320930
1715,Librería,79,12.5,52802,4291,462,6,259,0,D,11,0.41,44,0.22,215800
1716,Librería,73,15.1,69057,3941,610,4,73,0,D,9,0.28,29,0.22,171322
1717,Librería,75,15.6,50542,3001,583,5,62,0,D,13,0.46,30,0.22,196226
1718,Librería,110,23.0,71685,4405,710,7,558,1,D,10,0.47,34,0.26,432910
1719,Librería,99,18.1,73105,3647,470,5,66,0,D,7,0.32,31,0.19,221185
1720,Librería,73,14.7,56224,4059,677,4,340,0,C3,10,0.35,54,0.23,200803
1721,Librería,73,17.2,37580,3080,677,6,260,1,D,7,0.47,26,0.23,456080
1722,Librería,114,17.7,65497,3859,668,5,128,0,D,8,0.49,24,0.23,205264
1723,Librería,89,25.0,43005,3736,558,4,0,1,C3,13,0.45,52,0.23,442576
1724,Librería,82,15.6,48482,4758,646,4,441,0,C2,5,0.28,40,0.18,224462
1725,Librería,113,21.7,50068,3510,648,4,14,0,D,9,0.25,40,0.25,239978
1726,Librería,115,23.8,40406,2862,543,6,451,0,C3,15,0.46,31,0.25,325066
1727,Librería,104,18.0,65552,2903,421,6,34,0,C3,11,0.32,39,0.18,254508
1728,Librería,92,18.8,74775,3129,437,5,123,0,D,12,0.27,33,0.22,215486
1729,Librería,110,21.0,70903,4627,447,3,218,0,C3,8,0.25,50,0.19,322981
1730,Librería,85,25.0,39213,3091,507,7,331,1,C3,6,0.27,40,0.19,402329
1731,Librería,78,11.6,64737,4284,631,3,66,0,D,11,0.26,41,0.22,260750
1732,Librería,72,22.6,40363,3699,594,5,14,1,C2,4,0.27,64,0.23,273192
1733,Librería,73,22.4,44940,6684,616,7,141,1,ABC1,4,0.32,59,0.2,253864
1734,Librería,85,25.0,37575,5926,626,8,194,1,ABC1,7,0.36,72,0.19,615238
1735,Librería,71,18.2,39477,3132,705,7,226,1,D,11,0.46,41,0.2,444345
1736,Librería,107,25.0,64374,2835,546,5,120,1,C3,11,0.47,37,0.21,366333
1737,Librería,117,25.0,56618,4378,556,4,4,1,C3,3,0.38,34,0.19,228890
1738,Librería,117,19.1,71006,3319,412,8,586,0,C3,9,0.46,36,0.18,193775
1739,Librería,114,21.9,64216,2818,673,4,112,1,D,16,0.38,52,0.25,209795
1740,Librería,79,18.6,59939,4677,615,4,720,1,C3,18,0.26,37,0.25,209546
1741,Librería,99,25.0,70025,3180,600,5,114,1,C3,9,0.31,32,0.23,496101
1742,Librería,73,22.1,35620,4684,754,4,198,1,C3,10,0.42,41,0.2,330277
1743,Librería,102,22.8,73957,5439,679,8,496,0,C2,7,0.49,48,0.22,298562
1744,Librería,89,14.7,68672,4346,629,7,314,0,D,12,0.28,33,0.24,275517
1745,Librería,115,19.9,50598,3378,436,6,20,0,C3,5,0.44,57,0.19,247504
1746,Librería,80,25.0,60260,4877,555,6,144,1,ABC1,12,0.27,65,0.24,254730
1747,Librería,97,25.0,40203,5355,454,6,1000,1,C3,5,0.29,35,0.22,221570
1748,Librería,111,20.3,60282,4647,650,7,35,0,C3,7,0.48,36,0.2,338397
1749,Librería,97,22.5,59589,4240,468,8,49,0,C3,11,0.47,60,0.23,435087
1750,Librería,94,13.9,71525,2506,652,4,157,0,D,4,0.44,38,0.26,362410
1751,Librería,88,12.1,38795,3555,684,2,54,0,D,9,0.32,49,0.19,303679
1752,Librería,82,15.2,49609,3512,407,7,23,0,C2,9,0.47,54,0.23,184930
1753,Librería,70,12.2,60685,4386,564,6,426,0,D,2,0.42,43,0.24,302866
1754,Librería,92,25.0,57862,5420,795,5,34,1,C2,7,0.45,61,0.21,446980
1755,Librería,97,24.9,65608,6580,578,6,85,0,ABC1,9,0.45,44,0.25,261077
1756,Librería,91,19.3,37494,2771,668,4,345,0,C3,17,0.34,52,0.25,435626
1757,Librería,85,17.9,59800,5314,426,4,21,0,ABC1,19,0.37,69,0.19,439543
1758,Librería,119,21.3,70815,3741,569,5,121,1,D,12,0.46,37,0.24,444594
1759,Librería,106,25.0,48878,6428,452,6,10,0,ABC1,7,0.3,58,0.18,410062
1760,Librería,81,15.3,42857,4052,689,4,412,0,C3,6,0.43,58,0.23,243080
1761,Librería,112,25.0,66553,4660,709,4,317,1,ABC1,6,0.41,55,0.2,349591
1762,Librería,71,18.9,64277,3669,613,5,225,1,D,6,0.31,40,0.24,234227
1763,Librería,109,25.0,68286,3362,554,8,285,1,C3,5,0.43,33,0.22,432565
1764,Librería,88,19.4,63259,4533,456,9,96,0,C2,4,0.41,43,0.21,367805
1765,Librería,117,25.0,44311,4907,628,6,30,1,C3,4,0.27,58,0.22,451257
1766,Librería,115,25.0,51132,3549,679,5,230,1,C2,8,0.32,60,0.24,367925
1767,Librería,91,12.9,46404,3302,400,6,150,0,D,7,0.35,49,0.19,226288
1768,Librería,92,18.9,51962,3408,481,5,247,0,D,12,0.46,35,0.2,270830
1769,Librería,80,16.2,48661,3634,577,5,125,0,C3,8,0.43,44,0.25,194096
1770,Librería,83,20.0,51941,4576,695,9,295,0,ABC1,8,0.38,64,0.24,399657
1771,Librería,106,23.5,57421,4452,485,7,147,1,D,6,0.34,46,0.26,179647
1772,Librería,73,11.2,39351,2975,547,4,116,0,C3,12,0.49,47,0.21,428635
1773,Librería,89,21.0,63105,4203,704,5,263,1,D,3,0.38,26,0.24,240950
1774,Librería,88,19.7,65129,3022,551,5,311,0,C3,4,0.46,48,0.19,202888
1775,Librería,99,17.4,58399,5114,473,6,404,0,C2,7,0.33,61,0.22,386500
1776,Librería,119,16.7,67062,3161,448,7,379,0,D,13,0.49,41,0.25,327514
1777,Librería,82,24.8,43811,5822,659,3,96,1,ABC1,13,0.26,69,0.19,351918
1778,Librería,99,15.9,65337,4082,529,6,107,0,C3,8,0.48,40,0.23,298164
1779,Librería,88,23.3,69708,2803,450,4,517,1,D,8,0.47,33,0.2,271658
1780,Librería,86,14.8,55289,2931,686,9,113,0,D,10,0.49,41,0.19,462986
1781,Librería,113,17.4,66250,5142,438,5,312,0,C2,6,0.32,39,0.23,397472
1782,Librería,78,15.2,51618,5676,539,3,25,0,C2,9,0.35,38,0.18,236822
1783,Librería,106,19.3,48652,4767,581,4,34,0,ABC1,12,0.33,45,0.26,528172
1784,Librería,113,25.0,36587,4624,474,8,569,0,C2,10,0.25,38,0.21,260615
1785,Librería,74,14.5,54185,4135,653,7,603,0,D,12,0.46,29,0.24,342317
1786,Librería,95,25.0,36693,4918,557,4,313,1,C3,6,0.39,40,0.19,311881
1787,Librería,73,23.2,41609,3273,476,6,183,1,D,17,0.36,47,0.21,180580
1788,Librería,105,24.9,52315,3139,510,4,128,0,C3,4,0.28,56,0.22,362683
1789,Librería,75,25.0,63508,4615,587,6,151,1,C2,10,0.4,59,0.25,290079
1790,Librería,99,25.0,39230,4539,682,5,0,1,C3,8,0.33,59,0.23,480185
1791,Librería,119,16.8,41166,3612,408,8,491,0,D,12,0.32,48,0.23,214805
1792,Librería,119,21.0,59995,3691,561,8,580,1,D,13,0.35,49,0.19,242025
1793,Librería,100,25.0,68764,3948,692,5,351,1,C3,11,0.33,48,0.25,352886
1794,Librería,94,16.8,42487,3550,522,7,228,0,C3,13,0.48,47,0.25,383742
1795,Librería,87,13.1,35024,4028,447,5,47,0,D,10,0.43,40,0.21,204263
1796,Librería,85,20.1,66213,4108,528,7,25,0,C2,14,0.41,35,0.21,456041
1797,Librería,106,21.7,48643,4465,422,5,441,0,C3,5,0.39,55,0.2,309187
1798,Librería,93,16.2,55836,4371,642,8,669,0,C3,7,0.4,35,0.22,268675
1799,Librería,80,11.6,71967,4882,458,3,481,0,C3,9,0.37,53,0.24,283969
1800,Librería,83,15.5,43959,5489,570,6,218,0,C3,10,0.35,49,0.24,203095
1801,Óptica,75,15.8,81364,3802,558,5,106,1,D,9,0.13,226,0.38,549431
1802,Óptica,63,14.4,61297,3101,490,4,565,0,C2,12,0.16,325,0.3,393656
1803,Óptica,72,11.3,66901,4246,536,4,64,0,C3,10,0.11,155,0.29,404604
1804,Óptica,69,17.2,72569,3037,554,5,99,0,C3,7,0.19,254,0.38,519467
1805,Óptica,55,15.2,57663,4993,462,6,6,1,C3,12,0.15,190,0.38,403413
1806,Óptica,54,10.8,52495,4237,422,7,194,0,C3,4,0.18,175,0.38,415301
1807,Óptica,78,15.4,46039,6493,387,8,252,0,ABC1,8,0.18,240,0.36,318443
1808,Óptica,80,19.3,61720,4486,600,6,373,0,C2,11,0.18,234,0.32,406679
1809,Óptica,81,14.3,54273,3403,445,6,361,0,C3,9,0.14,250,0.29,309883
1810,Óptica,73,14.6,44248,5263,536,5,310,0,C2,10,0.14,238,0.37,551944
1811,Óptica,62,12.6,69256,4394,429,7,34,0,C3,12,0.22,211,0.32,387665
1812,Óptica,76,15.3,72423,3524,567,7,195,0,C3,5,0.11,160,0.31,591395
1813,Óptica,67,19.8,79359,4289,626,6,272,1,C2,12,0.23,245,0.33,533949
1814,Óptica,69,15.7,54095,3031,418,7,91,0,D,8,0.17,133,0.34,331734
1815,Óptica,61,16.2,77384,2419,564,5,850,1,C3,8,0.21,230,0.28,319596
1816,Óptica,68,16.6,75573,6289,601,4,149,0,ABC1,3,0.21,252,0.34,604250
1817,Óptica,65,19.4,58548,2618,489,6,188,1,D,12,0.16,153,0.3,340353
1818,Óptica,51,18.7,68553,5450,535,4,70,1,ABC1,11,0.22,304,0.36,490508
1819,Óptica,71,12.5,66696,3707,386,4,49,0,ABC1,9,0.13,205,0.36,530151
1820,Óptica,49,14.6,51712,3644,504,6,5,1,D,6,0.24,197,0.29,494198
1821,Óptica,76,16.9,71953,5851,601,6,137,0,ABC1,12,0.22,255,0.34,784190
1822,Óptica,78,25.0,44431,3341,460,7,474,1,C2,8,0.18,290,0.35,335541
1823,Óptica,78,15.9,74085,5361,569,3,618,0,C3,17,0.23,165,0.31,251131
1824,Óptica,51,7.5,42711,2602,458,2,36,0,D,13,0.19,155,0.38,342693
1825,Óptica,78,17.4,44840,3790,611,5,40,0,C2,13,0.22,200,0.34,343651
1826,Óptica,76,21.3,52451,2784,521,4,124,1,C3,11,0.2,174,0.35,360807
1827,Óptica,46,6.5,58391,2801,463,7,340,0,D,13,0.22,142,0.34,433515
1828,Óptica,67,23.1,80244,3794,433,8,272,1,C2,10,0.16,181,0.36,427129
1829,Óptica,74,12.9,57361,3785,355,5,450,0,C3,12,0.18,199,0.29,317468
1830,Óptica,75,23.4,57460,5519,544,7,119,1,C2,13,0.16,331,0.33,335105
1831,Óptica,66,18.3,40741,4269,527,6,15,1,D,17,0.15,193,0.34,597971
1832,Óptica,50,9.0,73548,4558,609,7,61,0,D,8,0.19,141,0.32,306384
1833,Óptica,63,16.9,61352,3843,439,5,41,1,C3,11,0.21,255,0.36,446973
1834,Óptica,77,16.4,45769,2878,466,7,271,0,D,12,0.23,180,0.37,410285
1835,Óptica,50,11.7,70989,3269,518,5,69,0,C3,13,0.13,167,0.28,422230
1836,Óptica,78,25.0,69873,5154,563,5,15,1,C3,10,0.19,180,0.35,609804
1837,Óptica,79,16.4,58959,3055,472,2,77,0,D,9,0.13,208,0.3,314347
1838,Óptica,68,13.2,57878,3409,555,7,213,0,C2,9,0.13,329,0.29,419022
1839,Óptica,70,15.1,47787,2498,583,4,157,0,D,7,0.14,212,0.3,551244
1840,Óptica,54,12.5,51715,3615,406,6,515,0,C3,3,0.23,168,0.3,225618
1841,Óptica,60,9.5,68176,2698,411,4,269,0,D,17,0.11,124,0.37,301964
1842,Óptica,53,21.1,40066,3689,471,7,192,1,C3,4,0.1,182,0.28,345956
1843,Óptica,56,12.3,52907,5837,528,6,120,0,C2,10,0.25,187,0.3,312283
1844,Óptica,69,20.2,47267,5211,416,3,0,1,C2,3,0.21,329,0.35,286103
1845,Óptica,76,12.1,65472,5040,525,9,139,0,C2,10,0.16,329,0.31,547741
1846,Óptica,50,8.1,64253,2575,599,7,188,0,D,11,0.15,212,0.28,276725
1847,Óptica,64,15.4,50811,4924,609,7,73,0,C2,2,0.15,264,0.32,315858
1848,Óptica,74,25.0,69231,3224,437,4,152,1,C2,13,0.17,260,0.33,381983
1849,Óptica,69,14.2,42592,3426,478,3,45,0,C3,5,0.18,276,0.34,290123
1850,Óptica,82,15.4,66665,4176,548,4,29,0,C2,8,0.18,198,0.29,521660
1851,Óptica,59,13.0,40739,3628,550,4,148,0,ABC1,5,0.19,355,0.36,382179
1852,Óptica,46,11.0,79548,4730,423,5,63,0,C3,12,0.1,226,0.36,410997
1853,Óptica,76,14.6,74251,3261,495,7,44,0,D,1,0.1,228,0.32,472582
1854,Óptica,57,15.9,71169,3547,446,3,69,1,D,12,0.11,152,0.29,322457
1855,Óptica,50,11.0,67324,2980,678,4,578,1,D,5,0.2,237,0.36,261607
1856,Óptica,46,11.5,64862,5024,469,4,69,0,ABC1,12,0.11,307,0.36,400397
1857,Óptica,77,16.3,48843,5705,486,6,209,0,ABC1,14,0.23,244,0.37,571952
1858,Óptica,66,16.8,68116,2374,553,5,121,1,D,4,0.21,160,0.3,491059
1859,Óptica,80,21.7,73850,3823,625,3,362,1,ABC1,6,0.14,314,0.29,617575
