ID_Local,Rubro,Superficie_m2,Metros_Vidriera,Inversion_CAPEX_USD,Antiguedad_Anios,Inversion_Marketing_Mensual_USD,Alquiler_Mensual_USD,Transito_Peatonal_Pico,Puntos_Interes_Proximos,Distancia_Ancla_Metros,Ubicacion_Esquina,Nivel_Socioeconomico,Densidad_Poblacional_Hab_Km2,Tipo_Ubicacion,Densidad_Competencia,Venta_Online_Pct,Ticket_Promedio_USD,Posicionamiento_Precio,Margen_EBITDA_Pct,Ventas_Anuales_Totales_USD
2192,Cosmética,60,10.9,44110,13.2,944,2976,800,4,610,0,D,24360,Barrio Residencial,6,0.46,53,Económico,0.36,257000
2193,Cosmética,61,12.6,65144,13.5,864,5404,595,7,16,0,D,15266,Shopping,9,0.42,51,Medio,0.41,328176
2194,Cosmética,92,22.1,73113,14.5,3085,5968,804,2,199,0,C3,16368,Calle Comercial,7,0.43,67,Medio-Alto,0.31,537420
2195,Cosmética,91,22.4,72868,4.2,907,5849,828,7,32,1,D,20089,Centro Comercial,8,0.54,66,Medio-Alto,0.32,455511
2196,Cosmética,59,11.5,78003,9.3,1371,3784,674,5,229,0,D,16155,Calle Comercial,4,0.48,46,Económico,0.31,481987
2197,Cosmética,65,11.7,63920,6.8,1963,5466,791,6,710,0,C2,17451,Barrio Residencial,7,0.36,64,Medio-Alto,0.41,321317
2198,Cosmética,83,25.0,65452,0.8,2109,7315,450,5,297,1,ABC1,7378,Calle Comercial,7,0.38,51,Medio,0.4,328467
2199,Cosmética,68,14.2,75489,0.6,1073,3017,540,7,490,0,D,20344,Barrio Residencial,13,0.51,36,Económico,0.39,223488
2200,Cosmética,58,12.3,63177,0.2,1709,10606,510,6,9,0,ABC1,11634,Shopping,8,0.43,78,Premium,0.41,374901
2201,Cosmética,68,15.6,39231,14.1,1479,3127,619,4,22,0,C3,21471,Calle Comercial,10,0.51,41,Económico,0.36,395418
2202,Cosmética,57,25.0,69353,0.6,4249,4983,685,7,99,1,ABC1,9264,Calle Comercial,7,0.33,73,Premium,0.37,683691
2203,Cosmética,95,25.0,48210,5.7,2053,4583,660,5,49,1,C2,16184,Centro Comercial,9,0.45,47,Medio,0.34,527481
2204,Cosmética,78,16.3,38281,4.8,858,3813,949,8,61,0,D,23862,Calle Comercial,9,0.33,63,Medio,0.36,331906
2205,Cosmética,70,14.0,38850,6.1,1304,3262,474,4,661,0,C3,14269,Barrio Residencial,4,0.5,42,Económico,0.41,283885
2206,Cosmética,87,25.0,77790,5.7,3183,3594,680,9,173,1,C2,17267,Calle Comercial,15,0.37,75,Premium,0.36,787225
2207,Cosmética,55,10.3,70237,4.0,2156,4315,865,6,274,0,D,18407,Calle Comercial,14,0.31,40,Económico,0.41,518362
2208,Cosmética,79,25.0,53043,1.0,2875,5997,559,7,18,1,ABC1,9123,Centro Comercial,7,0.48,53,Medio-Alto,0.39,442861
2209,Cosmética,75,20.5,40587,3.2,2159,5228,775,4,114,0,C3,15270,Calle Comercial,2,0.35,61,Medio-Alto,0.41,540088
2210,Cosmética,94,19.4,50300,3.2,1784,3997,554,6,30,0,D,24727,Calle Comercial,13,0.45,49,Económico,0.38,407823
2211,Cosmética,61,14.6,70737,0.8,895,3259,813,8,532,0,D,17379,Barrio Residencial,6,0.51,55,Económico,0.41,235875
2212,Cosmética,97,21.6,59986,5.5,1295,2734,889,7,104,1,D,17655,Calle Comercial,11,0.42,33,Económico,0.34,333517
2213,Cosmética,76,14.7,53344,5.6,1273,4165,648,6,194,0,D,21947,Calle Comercial,9,0.49,36,Económico,0.36,309725
2214,Cosmética,88,25.0,71287,11.0,2001,7155,585,6,32,1,C3,17328,Centro Comercial,8,0.45,45,Económico,0.41,484922
2215,Cosmética,96,22.1,67285,3.9,978,3962,863,5,235,1,D,23676,Calle Comercial,8,0.32,42,Económico,0.31,265301
2216,Cosmética,56,10.0,58286,10.0,1779,4296,567,7,634,0,C3,15316,Barrio Residencial,3,0.52,44,Económico,0.38,499926
2217,Cosmética,89,22.8,46188,13.1,3745,5137,769,8,299,0,C3,17519,Calle Comercial,15,0.36,39,Económico,0.35,668859
2218,Cosmética,66,23.9,54914,0.3,1467,3941,674,6,278,1,C2,14083,Calle Comercial,5,0.31,90,Premium,0.4,333565
2219,Cosmética,66,19.7,60847,5.0,1817,9195,733,3,32,1,C2,16049,Centro Comercial,10,0.31,82,Premium,0.31,429889
2220,Cosmética,94,16.4,74159,10.8,1372,10355,708,5,5,0,C2,11707,Shopping,9,0.4,52,Medio,0.41,540266
2221,Cosmética,91,21.2,45200,13.7,2988,6769,539,3,209,0,C2,16574,Calle Comercial,11,0.5,40,Económico,0.32,570805
2222,Cosmética,68,18.9,43315,6.1,1645,3232,921,6,689,1,C3,13626,Barrio Residencial,9,0.51,44,Económico,0.33,406669
2223,Cosmética,73,14.1,35670,4.2,1415,5284,585,7,18,0,C2,16469,Centro Comercial,10,0.55,66,Medio-Alto,0.38,354932
2224,Cosmética,96,16.3,44260,6.3,1529,4428,728,6,256,0,C3,16406,Calle Comercial,6,0.5,50,Medio,0.35,294780
2225,Cosmética,75,18.3,48524,5.1,761,4308,862,5,677,1,D,15084,Barrio Residencial,16,0.35,67,Medio-Alto,0.39,218779
2226,Cosmética,70,16.0,61674,6.1,1714,5102,699,7,280,0,C2,17939,Barrio Residencial,8,0.47,39,Económico,0.41,440201
2227,Cosmética,98,18.2,41692,11.9,1747,3162,513,5,199,0,D,22967,Calle Comercial,10,0.5,51,Medio,0.34,481006
2228,Cosmética,74,16.7,51085,14.9,2857,3435,512,3,199,0,C3,19593,Calle Comercial,9,0.36,37,Económico,0.39,536716
2229,Cosmética,78,25.0,55464,11.2,1714,4360,682,5,142,1,C3,17532,Calle Comercial,11,0.48,49,Medio,0.32,440599
2230,Cosmética,70,14.6,40674,0.1,2339,2984,617,5,289,0,C3,13177,Calle Comercial,9,0.43,57,Medio,0.33,444857
2231,Cosmética,55,14.8,73025,0.4,1043,4511,700,4,293,1,C3,16353,Calle Comercial,7,0.49,48,Medio,0.36,290987
2232,Cosmética,97,17.3,50206,3.4,3230,7612,495,6,19,0,C2,10298,Shopping,11,0.52,85,Premium,0.33,819003
2233,Cosmética,62,11.6,44264,8.9,2204,3894,878,4,16,0,C3,15254,Centro Comercial,8,0.51,35,Económico,0.32,523414
2234,Cosmética,82,16.7,77833,14.0,814,4001,685,4,667,0,D,15494,Barrio Residencial,7,0.44,33,Económico,0.4,229896
2235,Cosmética,90,23.1,68469,11.2,1627,7213,769,7,159,0,C2,12399,Calle Comercial,9,0.55,75,Premium,0.39,470271
2236,Cosmética,85,19.3,50678,1.1,1275,3655,553,3,413,0,C3,12584,Barrio Residencial,16,0.36,42,Económico,0.32,259839
2237,Cosmética,88,23.1,43924,10.3,986,3657,539,7,25,1,D,16433,Calle Comercial,7,0.54,50,Económico,0.34,369522
2238,Cosmética,94,25.0,64336,3.1,4932,3569,671,8,776,1,ABC1,8375,Barrio Residencial,12,0.53,77,Premium,0.41,847777
2239,Cosmética,89,17.9,64523,10.6,1671,7971,490,7,37,0,ABC1,5991,Centro Comercial,15,0.34,47,Medio,0.36,408508
2240,Cosmética,95,24.9,69815,1.5,3071,7527,450,7,27,0,ABC1,5569,Centro Comercial,6,0.43,55,Medio-Alto,0.4,463734
2241,Cosmética,70,24.9,70342,6.9,2759,3932,924,5,24,1,C3,19733,Calle Comercial,7,0.43,79,Premium,0.4,737697
2242,Cosmética,59,12.5,51096,1.9,3034,4492,522,8,156,0,C2,17427,Calle Comercial,11,0.45,62,Medio-Alto,0.36,514361
2243,Cosmética,56,8.3,52900,5.9,1224,3523,888,5,410,0,D,21737,Barrio Residencial,6,0.5,32,Económico,0.38,233404
2244,Cosmética,98,25.0,68466,5.5,2195,7110,783,4,33,1,C2,15393,Shopping,12,0.41,82,Premium,0.31,683624
2245,Cosmética,60,15.5,78466,11.4,1678,5781,574,3,12,0,C2,12882,Centro Comercial,6,0.32,86,Premium,0.35,514856
2246,Cosmética,80,16.5,69949,1.4,2998,6206,819,6,136,0,C2,15821,Calle Comercial,13,0.31,63,Medio-Alto,0.32,606071
2247,Cosmética,87,25.0,58544,6.1,2836,5390,550,6,251,0,ABC1,9909,Calle Comercial,17,0.54,107,Premium,0.4,400261
2248,Cosmética,62,12.1,71356,5.0,3324,6506,669,6,12,0,C2,14385,Centro Comercial,16,0.5,80,Premium,0.31,693183
2249,Cosmética,62,15.9,44171,6.5,3028,3068,621,4,373,0,C2,14794,Barrio Residencial,6,0.49,49,Medio,0.39,440388
2250,Cosmética,90,15.3,40931,3.1,1012,4630,605,8,136,0,D,23441,Calle Comercial,13,0.44,43,Económico,0.32,247873
2251,Cosmética,61,12.5,64155,0.9,1892,6486,745,8,38,0,C2,14088,Centro Comercial,13,0.31,72,Premium,0.34,452432
2252,Cosmética,61,15.0,53718,5.2,2539,6222,570,5,24,0,C2,15729,Calle Comercial,9,0.45,44,Económico,0.38,540104
2253,Cosmética,91,25.0,51994,10.6,3042,5944,817,6,7,1,ABC1,10500,Centro Comercial,6,0.43,48,Medio,0.33,778840
2254,Cosmética,75,23.7,52388,1.5,744,3605,817,6,219,1,D,23326,Calle Comercial,3,0.42,54,Medio,0.39,286665
2255,Cosmética,69,13.7,55334,1.9,1596,3476,608,5,432,0,C3,20226,Barrio Residencial,10,0.51,73,Premium,0.3,257525
2256,Cosmética,65,10.8,78823,1.6,1373,8352,749,7,27,0,C3,18170,Shopping,16,0.38,37,Económico,0.37,394337
2257,Cosmética,79,25.0,63764,11.7,2562,5314,547,5,284,1,C2,12648,Calle Comercial,15,0.39,86,Premium,0.31,406889
2258,Cosmética,96,15.1,49845,0.4,1016,4964,575,7,28,0,D,24020,Centro Comercial,7,0.37,47,Económico,0.38,356944
2259,Cosmética,67,16.5,43594,4.9,1729,3207,761,6,95,0,C3,13924,Calle Comercial,8,0.52,72,Medio-Alto,0.38,486882
2260,Cosmética,89,21.5,69861,6.1,2993,5044,791,6,275,0,C3,20862,Calle Comercial,7,0.51,38,Económico,0.37,549597
2261,Cosmética,75,20.9,36325,12.2,1915,2856,880,5,106,1,D,16153,Calle Comercial,10,0.34,39,Económico,0.4,478812
2262,Cosmética,73,18.1,69434,5.4,981,3268,818,4,414,0,C3,21658,Barrio Residencial,5,0.36,71,Medio-Alto,0.39,206772
2263,Cosmética,60,12.9,79706,15.0,6167,10012,471,7,8,0,ABC1,9230,Shopping,6,0.37,85,Premium,0.36,955788
2264,Cosmética,62,14.3,59501,4.9,3475,5895,443,5,48,0,ABC1,8971,Centro Comercial,3,0.53,72,Premium,0.35,502351
2265,Cosmética,60,13.5,73545,6.5,1953,5368,702,3,187,0,C3,16968,Calle Comercial,4,0.51,52,Medio,0.4,442294
2266,Cosmética,83,15.0,55835,5.3,2524,5118,743,2,9,0,C3,15652,Centro Comercial,16,0.41,63,Medio-Alto,0.39,547727
2267,Cosmética,92,16.3,43357,1.1,1517,2108,861,8,555,0,D,23293,Barrio Residencial,11,0.43,44,Económico,0.41,368208
2268,Cosmética,57,10.4,79246,6.1,1265,4495,704,6,141,0,C3,19796,Calle Comercial,10,0.47,72,Medio-Alto,0.34,385949
2269,Cosmética,61,16.9,51791,10.6,3065,4132,488,6,281,0,ABC1,6994,Calle Comercial,12,0.5,95,Premium,0.32,576603
2270,Cosmética,70,14.1,56848,3.2,2061,4491,723,7,129,0,C3,12530,Calle Comercial,6,0.47,33,Económico,0.31,539772
2271,Cosmética,89,24.5,56044,0.1,2992,6301,766,7,8,0,C2,13122,Centro Comercial,10,0.48,64,Medio-Alto,0.35,775919
2272,Cosmética,79,18.4,65611,1.3,1614,3963,680,5,230,0,C3,15225,Calle Comercial,13,0.31,51,Medio,0.37,313278
2273,Cosmética,83,16.3,58981,8.9,2575,5283,517,4,122,0,C2,14667,Calle Comercial,8,0.44,93,Premium,0.4,542007
2274,Cosmética,68,11.2,48006,12.9,2438,3789,847,6,489,0,C3,17309,Barrio Residencial,16,0.39,46,Económico,0.33,357651
2275,Cosmética,61,22.3,42759,1.7,1761,3027,706,7,309,1,C3,14005,Barrio Residencial,14,0.46,77,Premium,0.38,353491
2276,Cosmética,75,14.1,48484,5.5,1495,5403,499,7,8,0,C3,12489,Centro Comercial,7,0.39,51,Económico,0.4,434185
2277,Cosmética,81,16.2,77076,3.1,1966,5525,745,6,90,0,C3,21803,Calle Comercial,14,0.32,67,Medio-Alto,0.31,465880
2278,Cosmética,65,12.5,59701,1.4,1570,3937,748,5,177,0,C3,21304,Calle Comercial,16,0.32,56,Medio,0.3,262301
2279,Cosmética,77,18.2,79553,8.6,2579,9086,729,9,40,0,C2,11883,Shopping,8,0.35,63,Medio-Alto,0.4,577352
2280,Cosmética,74,22.2,69576,1.1,1362,3846,881,6,217,1,D,15677,Calle Comercial,9,0.31,60,Medio,0.41,542223
2281,Cosmética,79,17.6,36683,11.2,1810,4794,588,6,663,0,C3,19785,Barrio Residencial,10,0.55,50,Medio,0.41,464563
2282,Cosmética,67,17.0,62447,7.0,3875,10549,701,7,2,0,ABC1,5727,Shopping,3,0.31,75,Premium,0.42,687745
2283,Cosmética,74,19.7,69550,13.9,1537,2736,500,4,287,0,C3,14472,Barrio Residencial,6,0.42,55,Medio,0.4,272938
2284,Cosmética,65,14.8,40065,0.6,1022,2892,500,6,268,0,D,17404,Calle Comercial,7,0.46,57,Medio,0.33,238021
2285,Cosmética,61,13.6,72395,4.3,4618,7450,613,3,27,0,ABC1,9837,Centro Comercial,12,0.37,87,Premium,0.38,802987
2286,Cosmética,70,16.9,39983,13.2,3587,4810,724,2,245,0,C3,17540,Calle Comercial,8,0.47,74,Premium,0.38,650263
2287,Cosmética,69,12.2,73899,9.9,1942,4600,611,2,231,0,C3,16971,Barrio Residencial,13,0.49,44,Económico,0.32,319743
2288,Cosmética,93,24.0,58714,6.1,1640,5506,602,4,48,0,C2,16822,Shopping,4,0.47,88,Premium,0.35,587792
2289,Cosmética,71,25.0,42412,8.6,3976,5561,843,5,566,1,C2,11398,Barrio Residencial,15,0.49,50,Medio,0.41,775768
2290,Cosmética,87,25.0,52664,3.0,1826,5482,585,8,49,1,C3,19474,Centro Comercial,8,0.31,40,Económico,0.42,519787
2291,Cosmética,84,14.9,46794,4.7,1912,3015,819,6,196,0,D,18922,Calle Comercial,5,0.31,53,Económico,0.36,482579
2292,Cosmética,66,15.6,73541,9.5,1310,3776,813,6,82,0,D,20095,Calle Comercial,7,0.51,56,Medio,0.38,372653
2293,Cosmética,84,25.0,58871,4.2,2962,4700,788,6,259,1,C3,16025,Calle Comercial,3,0.32,37,Económico,0.31,535720
2294,Cosmética,72,15.5,76304,13.0,1746,2952,628,2,765,0,C3,19759,Barrio Residencial,8,0.54,66,Medio-Alto,0.37,337854
2295,Cosmética,79,15.8,77773,1.3,3095,3801,650,9,314,0,C2,14942,Barrio Residencial,8,0.43,85,Premium,0.32,489430
2296,Cosmética,95,21.1,49418,5.4,1086,3892,637,4,165,0,D,18594,Calle Comercial,14,0.39,56,Medio,0.35,421132
2297,Cosmética,93,25.0,40684,6.2,2589,4637,634,8,142,1,C2,17268,Calle Comercial,8,0.36,42,Económico,0.33,471847
2298,Cosmética,73,12.7,42651,6.2,1316,5536,801,6,211,0,C3,18375,Calle Comercial,3,0.4,33,Económico,0.39,298398
2299,Cosmética,60,13.4,78920,9.8,3485,6579,769,7,11,0,C2,16042,Shopping,14,0.43,87,Premium,0.41,923862
2300,Cosmética,87,18.7,47692,5.6,1831,12329,487,4,36,0,ABC1,7990,Shopping,7,0.34,67,Premium,0.36,401839
2301,Cosmética,94,25.0,37193,5.1,1274,5394,894,4,48,1,C3,17989,Calle Comercial,11,0.37,74,Medio-Alto,0.3,317664
2302,Cosmética,76,19.0,37043,2.0,3323,7271,438,6,41,0,ABC1,7790,Shopping,8,0.4,68,Premium,0.34,678499
2303,Cosmética,61,14.1,45679,6.7,1269,2798,757,4,106,0,D,18137,Calle Comercial,10,0.33,45,Económico,0.33,463114
2304,Cosmética,75,15.6,42324,9.9,5632,10883,603,9,29,0,ABC1,7626,Centro Comercial,15,0.52,97,Premium,0.39,1004547
2305,Cosmética,74,25.0,44728,0.9,3423,7337,606,8,32,1,ABC1,6347,Centro Comercial,6,0.32,62,Premium,0.41,827098
2306,Cosmética,80,17.8,48106,1.2,1116,6061,640,8,40,0,C3,13143,Centro Comercial,10,0.45,40,Económico,0.34,326010
2307,Cosmética,56,15.1,78681,5.6,2245,5276,807,7,141,1,C2,10281,Calle Comercial,11,0.31,65,Medio-Alto,0.36,597016
2308,Cosmética,63,9.9,43861,3.6,1387,4394,902,8,141,0,D,21761,Calle Comercial,16,0.37,47,Económico,0.31,348445
2309,Cosmética,77,14.0,68973,0.5,2068,6450,484,6,32,0,C2,10329,Calle Comercial,6,0.34,40,Económico,0.35,358852
2310,Cosmética,55,24.2,59227,5.1,2661,5320,885,8,47,1,C3,17985,Calle Comercial,6,0.39,62,Medio,0.33,555549
2311,Cosmética,88,16.7,62901,9.9,3515,8958,561,7,44,0,C2,12931,Shopping,8,0.42,65,Medio-Alto,0.38,938889
2312,Cosmética,93,25.0,46686,6.9,3115,8061,440,6,18,0,ABC1,9487,Shopping,7,0.48,70,Premium,0.35,884085
2313,Cosmética,97,24.2,37954,2.0,2861,6012,550,4,194,0,ABC1,6695,Calle Comercial,6,0.41,66,Premium,0.32,483531
2314,Cosmética,70,14.4,68566,3.5,739,3763,596,4,42,0,D,17270,Shopping,17,0.54,62,Medio,0.42,347593
2315,Cosmética,72,20.9,54245,5.7,3153,5882,544,7,154,0,ABC1,9570,Calle Comercial,12,0.5,63,Medio-Alto,0.3,686602
2316,Cosmética,58,25.0,46571,4.1,2789,9044,577,5,16,1,ABC1,8473,Shopping,11,0.35,85,Premium,0.34,651252
2317,Cosmética,84,15.9,58409,9.5,1657,7716,663,7,27,0,C3,16517,Centro Comercial,12,0.35,62,Medio-Alto,0.39,398151
2318,Cosmética,72,15.4,64145,0.1,1792,6445,776,5,17,0,D,22610,Centro Comercial,8,0.46,36,Económico,0.37,444077
2319,Cosmética,90,25.0,51132,3.4,2330,3274,949,8,273,1,C3,21361,Calle Comercial,9,0.48,48,Medio,0.36,648568
2320,Cosmética,83,25.0,67879,8.7,1995,4418,659,7,522,1,C3,14327,Barrio Residencial,14,0.38,64,Medio-Alto,0.39,474770
2321,Cosmética,71,16.4,39764,4.7,1898,3416,531,9,786,0,C3,17271,Barrio Residencial,7,0.54,78,Premium,0.35,486726
2322,Cosmética,84,22.6,52291,9.2,1739,5592,825,7,21,0,C2,13454,Shopping,7,0.52,45,Económico,0.33,607350
2323,Cosmética,90,25.0,51673,12.5,3475,4129,847,6,299,1,C2,17847,Calle Comercial,7,0.33,74,Premium,0.36,867815
2324,Cosmética,56,9.9,76309,5.6,1157,4254,741,4,267,0,C2,13253,Calle Comercial,16,0.32,73,Medio-Alto,0.41,286096
2325,Cosmética,83,20.6,65935,8.7,2244,5140,508,6,186,0,C3,13447,Calle Comercial,11,0.52,44,Económico,0.32,474700
2326,Cosmética,81,22.9,60399,1.5,1611,4328,563,7,261,1,D,23235,Calle Comercial,5,0.31,39,Económico,0.35,374282
2327,Cosmética,83,24.9,61302,9.0,2563,4422,510,5,218,1,ABC1,5052,Barrio Residencial,6,0.39,70,Premium,0.34,503186
2328,Cosmética,80,25.0,49133,10.1,2785,4600,686,5,274,1,C2,17502,Calle Comercial,10,0.53,66,Medio-Alto,0.3,621081
2329,Cosmética,66,11.3,72373,4.6,953,3646,497,3,25,0,D,18937,Calle Comercial,7,0.36,49,Económico,0.32,295032
2330,Cosmética,74,17.9,74367,5.4,5252,7967,786,4,202,0,ABC1,11681,Calle Comercial,11,0.4,46,Medio,0.34,652865
2331,Cosmética,95,23.8,76981,9.4,2753,7779,577,6,27,0,C2,14470,Centro Comercial,7,0.32,54,Medio-Alto,0.33,794260
2332,Cosmética,87,25.0,51213,1.1,1246,5796,539,6,758,1,ABC1,11942,Barrio Residencial,1,0.32,87,Premium,0.41,224532
2333,Cosmética,56,15.0,37467,0.8,1093,4516,619,4,154,0,C3,12764,Calle Comercial,13,0.39,52,Medio,0.3,240600
2334,Cosmética,84,18.3,59272,8.2,446,3798,553,3,257,0,D,21094,Barrio Residencial,3,0.38,34,Económico,0.32,140963
2335,Cosmética,68,13.1,61121,8.7,2641,4948,662,3,127,0,ABC1,9843,Calle Comercial,2,0.47,50,Medio,0.39,389817
2336,Cosmética,74,20.7,56918,8.7,1009,3008,865,6,202,1,D,22928,Barrio Residencial,17,0.51,51,Económico,0.35,266764
2337,Cosmética,97,22.5,41642,14.9,2476,4686,776,6,193,0,C3,15427,Calle Comercial,5,0.39,66,Medio-Alto,0.39,646963
2338,Cosmética,62,20.7,36293,1.5,1830,4226,553,7,90,1,ABC1,5934,Calle Comercial,14,0.37,96,Premium,0.4,382680
2339,Cosmética,57,16.6,39843,4.7,4649,10107,488,7,19,0,ABC1,11266,Centro Comercial,7,0.31,45,Medio,0.32,695791
2340,Cosmética,78,22.5,57825,1.3,1068,3999,857,7,116,1,D,19636,Calle Comercial,8,0.45,44,Económico,0.39,384273
2341,Cosmética,56,22.5,58490,5.1,1337,3551,905,6,362,1,D,22807,Barrio Residencial,8,0.36,59,Medio,0.39,383301
2342,Cosmética,56,14.7,55699,9.8,3048,6542,687,6,30,0,C2,11204,Centro Comercial,6,0.4,63,Medio-Alto,0.35,694256
2343,Cosmética,74,11.7,75798,5.8,885,5004,733,8,276,0,D,18869,Calle Comercial,12,0.35,42,Económico,0.31,228481
2344,Cosmética,70,18.4,69822,6.0,1482,6082,653,6,263,0,C3,14245,Calle Comercial,11,0.52,53,Medio,0.3,477114
2345,Cosmética,94,25.0,48523,12.3,1875,4612,813,4,339,1,C3,17967,Barrio Residencial,11,0.41,62,Medio,0.35,503604
2346,Cosmética,82,21.1,60172,1.3,1942,4920,750,7,211,0,C2,15177,Calle Comercial,3,0.42,61,Medio,0.32,515415
2347,Cosmética,75,14.5,64948,12.5,2294,8886,911,6,5,0,C3,16761,Centro Comercial,5,0.36,60,Medio-Alto,0.33,583969
2348,Cosmética,79,25.0,63981,6.7,4456,5028,856,8,740,1,C2,17245,Barrio Residencial,6,0.54,44,Económico,0.3,715512
2349,Cosmética,90,23.5,70629,13.3,1844,4571,649,5,114,1,D,22574,Calle Comercial,14,0.53,55,Medio,0.36,588218
2350,Cosmética,60,14.0,40684,1.0,1307,4602,549,5,204,0,D,17633,Calle Comercial,5,0.36,56,Medio,0.3,345285
2351,Cosmética,83,21.7,49157,3.1,1797,6919,637,6,29,0,C2,14303,Centro Comercial,9,0.32,41,Económico,0.36,338683
2352,Cosmética,89,14.7,57104,6.6,1971,4907,641,9,57,0,D,15358,Calle Comercial,11,0.4,56,Medio,0.31,573962
2353,Cosmética,77,16.6,74111,10.4,1554,3203,565,6,183,0,D,17505,Calle Comercial,15,0.31,32,Económico,0.34,363464
2354,Cosmética,93,25.0,45681,6.7,2879,10015,746,7,15,1,C3,19812,Shopping,9,0.41,65,Medio-Alto,0.41,828549
2355,Cosmética,56,10.9,50126,6.6,1898,6657,606,4,134,0,C2,15178,Calle Comercial,7,0.37,38,Económico,0.39,355556
2356,Cosmética,95,25.0,47356,9.5,1496,2756,726,4,323,1,C3,21757,Barrio Residencial,8,0.38,41,Económico,0.42,325642
2357,Cosmética,85,15.0,63903,14.5,1167,4162,486,8,305,0,C2,11140,Barrio Residencial,6,0.39,42,Económico,0.33,279697
2358,Cosmética,93,18.8,45611,14.9,978,4392,841,7,66,0,D,17982,Calle Comercial,9,0.45,35,Económico,0.37,335622
2359,Cosmética,75,12.8,69239,10.6,1314,5995,604,6,103,0,C3,16944,Calle Comercial,15,0.51,54,Medio,0.34,404602
2360,Cosmética,84,17.9,60551,5.9,1360,3548,489,8,290,0,C3,12429,Barrio Residencial,7,0.48,63,Medio-Alto,0.38,358751
2361,Cosmética,63,12.1,57875,14.6,1404,5756,662,5,10,0,C2,15418,Centro Comercial,15,0.46,72,Premium,0.33,275841
2362,Cosmética,83,22.3,51310,3.5,1732,4294,693,8,257,0,C3,17691,Calle Comercial,12,0.34,43,Económico,0.35,354739
2363,Cosmética,97,25.0,61252,4.3,1098,7468,541,4,46,1,C3,14337,Shopping,8,0.42,61,Medio,0.31,375192
2364,Cosmética,65,13.1,45853,5.9,2311,3886,748,6,167,0,C3,19643,Calle Comercial,5,0.45,75,Medio-Alto,0.37,500027
2365,Cosmética,99,21.8,57465,4.8,962,3534,633,6,350,1,D,17166,Barrio Residencial,3,0.43,32,Económico,0.32,339598
2366,Cosmética,61,12.2,58915,1.3,792,3974,593,6,141,0,D,19633,Calle Comercial,7,0.37,44,Económico,0.4,247267
2367,Cosmética,97,21.5,70236,13.7,1735,2498,591,3,139,1,D,21670,Calle Comercial,3,0.52,42,Económico,0.33,500487
2368,Cosmética,67,13.8,63682,6.4,1264,4347,598,3,17,0,C3,16247,Centro Comercial,10,0.31,60,Medio,0.38,418726
2369,Cosmética,96,24.7,63960,1.1,2152,9252,675,6,17,0,C2,16279,Centro Comercial,4,0.43,38,Económico,0.39,612616
2370,Cosmética,72,14.1,59335,0.9,2677,11988,560,9,37,0,ABC1,10815,Centro Comercial,9,0.51,104,Premium,0.39,570170
2371,Cosmética,74,15.2,49679,9.3,1414,3475,531,2,248,0,C3,20033,Calle Comercial,13,0.53,68,Medio-Alto,0.39,275209
2372,Cosmética,59,11.3,71964,0.4,2566,3903,708,3,151,0,C2,10358,Calle Comercial,15,0.35,76,Premium,0.38,441563
2373,Cosmética,55,11.2,35783,2.0,846,3283,611,6,794,0,D,22556,Barrio Residencial,5,0.44,67,Medio-Alto,0.41,312430
2374,Cosmética,80,19.6,65492,10.1,2698,4569,716,6,247,0,C3,12116,Barrio Residencial,11,0.54,59,Medio,0.34,474886
2375,Cosmética,84,17.5,78724,1.8,1556,5690,764,4,1,0,C2,14101,Shopping,4,0.32,75,Premium,0.34,447978
2376,Cosmética,60,10.3,65848,0.5,755,2671,684,8,266,0,D,17864,Barrio Residencial,5,0.34,40,Económico,0.37,214870
2377,Cosmética,92,17.5,66215,11.1,2013,2010,651,6,336,0,D,21878,Barrio Residencial,10,0.46,62,Medio,0.35,449236
2378,Cosmética,91,25.0,40015,5.2,2892,3868,944,3,571,1,C3,18792,Barrio Residencial,2,0.46,37,Económico,0.41,457755
2379,Cosmética,61,11.8,45041,13.1,2974,4762,864,6,747,0,C3,19328,Barrio Residencial,5,0.46,56,Medio,0.4,645439
2380,Cosmética,95,19.8,44935,10.9,3704,7149,486,8,31,0,ABC1,6694,Shopping,3,0.38,89,Premium,0.33,661599
2381,Cosmética,61,15.4,68012,1.7,1705,4378,724,4,346,1,D,22135,Barrio Residencial,15,0.52,32,Económico,0.32,373997
2382,Cosmética,77,25.0,49553,5.0,1538,3024,606,6,786,1,C3,15560,Barrio Residencial,14,0.48,43,Económico,0.41,335668
2383,Cosmética,86,25.0,74688,1.3,1169,6491,612,4,128,1,C2,13041,Calle Comercial,14,0.44,68,Premium,0.42,340532
2384,Cosmética,68,13.8,57565,6.5,2533,7476,695,9,14,0,C2,17469,Shopping,8,0.36,48,Medio,0.31,571527
2385,Cosmética,55,17.8,73628,13.9,1832,8252,889,5,38,1,C3,21168,Centro Comercial,6,0.46,63,Medio-Alto,0.41,468475
2386,Cosmética,67,25.0,53564,1.8,1552,4288,745,6,729,1,C3,21458,Barrio Residencial,17,0.48,36,Económico,0.42,302365
2387,Cosmética,72,13.1,54882,4.1,1138,4754,766,4,75,0,D,18239,Calle Comercial,16,0.33,37,Económico,0.31,363743
2388,Cosmética,79,20.9,59342,11.8,1933,5644,576,6,263,0,C3,17601,Calle Comercial,15,0.41,79,Premium,0.4,450946
